date,AVA,DEW,MXW,PRE
2023-01-26,81,74,18,0
2023-01-27,70,59,18,0
2023-01-28,78,66,30,0
2023-01-29,82,70,25,0
2023-01-30,83,70,20,0
2023-01-31,83,69,20,0
2023-02-01,84,71,16,0
2023-02-02,83,71,21,0
2023-02-03,87,69,20,0
2023-02-04,74,68,32,0.07
2023-02-05,81,71,20,1.02
2023-02-06,80,67,21,0
2023-02-07,79,64,25,0
2023-02-08,80,65,23,0
2023-02-09,82,69,28,0
2023-02-10,82,70,32,0
2023-02-11,86,73,26,0
2023-02-12,77,73,37,0.66
2023-02-13,74,55,22,0
2023-02-14,77,60,21,0
2023-02-15,81,65,25,0
2023-02-16,82,69,25,0
2023-02-17,82,73,23,0.32
2023-02-18,82,71,22,0
2023-02-19,83,70,20,0
2023-02-20,84,70,24,0
2023-02-21,85,69,18,0
2023-02-22,84,70,23,0
2023-02-23,83,70,21,0
2023-02-24,85,70,24,0
2023-02-25,83,66,0,0
2023-02-26,86,67,0,0
2023-02-27,84,68,21,0
2023-02-28,87,66,0,0
2023-03-01,84,66,16,0
2023-03-02,83,66,23,0
2023-03-03,87,73,37,0
2023-03-04,87,73,21,0
2023-03-05,88,71,M,0
2023-03-06,90,70,20,0
2023-03-07,89,70,M,0
2023-03-08,89,70,23,0
2023-03-09,79,65,24,0
2023-03-10,81,62,23,0
2023-03-11,86,66,22,0
2023-03-12,87,69,22,0
2023-03-13,89,72,28,0
2023-03-14,84,70,M,0
2023-03-15,75,61,18,0.02
2023-03-16,77,57,26,0
2023-03-17,80,61,30,0
2023-03-18,85,69,28,0
2023-03-19,79,70,20,0
2023-03-20,76,62,21,0.1
2023-03-21,79,61,20,0
2023-03-22,81,63,26,0
2023-03-23,82,65,22,0
2023-03-24,83,70,21,0.03
2023-03-25,85,71,25,0
2023-03-26,86,73,22,0
2023-03-27,86,72,23,0
2023-03-28,88,73,21,0.09
2023-03-29,88,72,M,0.13
2023-03-30,78,71,21,1.98
2023-03-31,82,66,30,0
2023-04-01,85,75,24,0.46
2023-04-02,88,73,20,0
2023-04-03,86,72,20,0
2023-04-04,86,71,17,0
2023-04-05,85,70,24,0
2023-04-06,85,69,30,0
2023-04-07,84,69,23,0
2023-04-08,85,69,21,0.04
2023-04-09,87,71,M,0
2023-04-10,80,71,21,0.66
2023-04-11,76,69,33,0.73
2023-04-12,75,74,30,0.6
2023-04-13,86,75,23,0
2023-04-14,89,75,24,0.17
2023-04-15,88,75,17,0
2023-04-16,88,75,25,0.05
2023-04-17,88,72,26,0.2
2023-04-18,84,67,20,0
2023-04-19,82,62,21,0
2023-04-20,84,67,23,0
2023-04-21,84,69,0,0.14
2023-04-22,88,71,33,0.01
2023-04-23,86,71,20,0
2023-04-24,82,72,22,0.14
2023-04-25,85,71,23,0.23
2023-04-26,87,72,23,0
2023-04-27,88,73,25,0
2023-04-28,87,76,23,0
2023-04-29,90,77,31,0
2023-04-30,86,75,31,0.08
2023-05-01,85,67,23,0
2023-05-02,89,66,20,0
2023-05-03,90,66,20,0
2023-05-04,88,64,0,0
2023-05-05,88,67,20,0
2023-05-06,87,70,23,0.1
2023-05-07,84,72,26,0.11
2023-05-08,84,67,18,0
2023-05-09,87,70,18,0
2023-05-10,91,71,20,0
2023-05-11,87,71,20,0
2023-05-12,87,72,25,0.01
2023-05-13,87,70,22,0
2023-05-14,87,71,28,0
2023-05-15,89,73,23,0
2023-05-16,90,72,20,0
2023-05-17,90,74,24,0.04
2023-05-18,88,74,22,0.06
2023-05-19,87,76,0,0.95
2023-05-20,88,74,17,0
2023-05-21,88,74,0,1.23
2023-05-22,88,75,0,0.1
2023-05-23,86,76,0,0.24
2023-05-24,86,74,25,0.01
2023-05-25,85,72,45,0.4
2023-05-26,83,73,20,0.06
2023-05-27,86,73,0,0
2023-05-28,91,75,0,0
2023-05-29,90,73,0,0.01
2023-05-30,89,74,24,0.75
2023-05-31,87,75,0,0
2023-06-01,90,74,31,0.04
2023-06-02,86,74,0,0.02
2023-06-03,87,76,0,0.15
2023-06-04,90,74,20,0.09
2023-06-05,90,74,21,0.21
2023-06-06,85,75,31,0.01
2023-06-07,88,75,18,0.11
2023-06-08,89,75,28,0.42
2023-06-09,91,74,18,0
2023-06-10,90,75,23,0
2023-06-11,90,77,M,0.19
2023-06-12,88,77,25,0.31
2023-06-13,92,78,24,0
2023-06-14,91,77,23,0
2023-06-15,92,77,21,0
2023-06-16,95,78,30,0.02
2023-06-17,92,78,26,0.29
2023-06-18,90,77,21,0.02
2023-06-19,92,77,59,2.32
2023-06-20,91,76,30,0.07
2023-06-21,91,76,18,0
2023-06-22,87,80,16,0.05
2023-06-23,91,80,22,0
2023-06-24,92,79,21,0.35
2023-06-25,90,78,24,0.56
2023-06-26,88,78,18,0.06
2023-06-27,95,78,18,0
2023-06-28,95,78,24,0
2023-06-29,94,76,17,0.24
2023-06-30,91,77,17,0.03
2023-07-01,90,78,M,0.25
2023-07-02,92,80,22,1.92
2023-07-03,93,79,M,0.56
2023-07-04,91,79,M,0.08
2023-07-05,92,79,M,0.01
2023-07-06,95,79,M,0.02
2023-07-07,95,77,21,0.25
2023-07-08,96,77,22,0
2023-07-09,94,79,22,0
2023-07-10,95,77,23,0
2023-07-11,95,79,M,0
2023-07-12,94,79,M,0
2023-07-13,94,78,20,0.02
2023-07-14,94,77,20,0.24
2023-07-15,93,79,16,0.03
2023-07-16,95,78,25,0.05
2023-07-17,92,79,22,0.27
2023-07-18,90,78,20,0.04
2023-07-19,91,78,21,0.18
2023-07-20,93,78,0,0.21
2023-07-21,93,79,0,0
2023-07-22,97,78,0,0
2023-07-23,97,78,0,0
2023-07-24,96,78,18,0
2023-07-25,94,77,17,0
2023-07-26,87,79,36,0.08
2023-07-27,87,77,34,0.07
2023-07-28,88,79,23,0.52
2023-07-29,92,79,17,0.02
2023-07-30,93,77,18,0
2023-07-31,93,78,22,0.01
2023-08-01,93,77,17,0
2023-08-02,92,78,18,0.24
2023-08-03,92,77,0,0.45
2023-08-04,90,78,18,1.28
2023-08-05,93,78,23,0.62
2023-08-06,95,79,18,0.01
2023-08-07,94,79,21,0
2023-08-08,95,80,18,0.02
2023-08-09,94,80,22,0.01
2023-08-10,93,78,18,0.02
2023-08-11,93,79,20,0.67
2023-08-12,93,77,18,0
2023-08-13,93,78,26,0
2023-08-14,93,78,20,0
2023-08-15,93,78,24,0.03
2023-08-16,91,77,21,0.13
2023-08-17,92,77,34,1.45
2023-08-18,89,77,0,0.2
2023-08-19,91,77,20,0.4
2023-08-20,88,77,36,0.05
2023-08-21,91,76,28,0.1
2023-08-22,92,76,24,0.03
2023-08-23,92,77,21,0.05
2023-08-24,93,77,29,0.06
2023-08-25,92,77,21,0.01
2023-08-26,92,77,20,0
2023-08-27,93,77,0,0
2023-08-28,90,80,0,0.04
2023-08-29,92,79,38,0.44
2023-08-30,94,78,36,0
2023-08-31,95,80,31,0.07
2023-09-01,94,79,31,0.06
2023-09-02,90,77,20,0.06
2023-09-03,89,71,31,0
2023-09-04,90,73,21,0
2023-09-05,90,71,21,0
2023-09-06,90,71,20,0
2023-09-07,92,73,16,0
2023-09-08,91,73,21,0
2023-09-09,89,75,18,0.3
2023-09-10,89,76,0,1.86
2023-09-11,92,76,0,0
2023-09-12,93,76,21,0
2023-09-13,93,77,23,0
2023-09-14,92,77,0,0.2
2023-09-15,90,77,24,0.22
2023-09-16,90,77,25,1.96
2023-09-17,90,77,0,0.65
2023-09-18,93,78,0,0.08
2023-09-19,91,77,32,0.73
2023-09-20,91,76,0,0.06
2023-09-21,91,75,0,0.24
2023-09-22,89,73,0,0
2023-09-23,85,74,23,0.01
2023-09-24,90,75,18,0.08
2023-09-25,91,79,20,0.31
2023-09-26,90,79,0,0.05
2023-09-27,88,76,17,0.11
2023-09-28,89,77,0,0
2023-09-29,93,77,18,0
2023-09-30,92,79,21,0.28
2023-10-01,91,77,17,0.02
2023-10-02,86,76,25,0.5
2023-10-03,88,71,26,0
2023-10-04,89,72,18,0
2023-10-05,91,74,0,0
2023-10-06,91,74,0,0
2023-10-07,90,76,0,0.72
2023-10-08,90,75,0,0
2023-10-09,86,73,0,0
2023-10-10,90,76,0,0
2023-10-11,86,79,17,1.47
2023-10-12,93,79,30,0
2023-10-13,93,80,23,0
2023-10-14,86,80,0,1.17
2023-10-15,89,74,25,0
2023-10-16,78,63,17,0
2023-10-17,76,54,21,0
2023-10-18,84,63,20,0
2023-10-19,86,64,22,0
2023-10-20,84,70,0,0
2023-10-21,87,70,17,0
2023-10-22,86,70,0,0
2023-10-23,87,66,21,0
2023-10-24,84,69,30,0
2023-10-25,85,69,31,0.02
2023-10-26,86,70,32,0.05
2023-10-27,85,70,25,0.08
2023-10-28,85,69,29,0.05
2023-10-29,86,71,25,0.05
2023-10-30,89,72,22,0
2023-10-31,90,73,0,0
2023-11-01,87,69,21,0
2023-11-02,80,69,30,0.19
2023-11-03,83,68,30,0
2023-11-04,83,70,20,0
2023-11-05,85,69,20,0
2023-11-06,85,67,0,0
2023-11-07,85,69,18,0
2023-11-08,85,68,0,0.02
2023-11-09,85,72,0,0
2023-11-10,87,75,24,0
2023-11-11,88,75,21,0
2023-11-12,87,72,18,0
2023-11-13,86,73,18,0.3
2023-11-14,83,73,33,0.04
2023-11-15,79,72,40,1.55
2023-11-16,80,72,48,0.8
2023-11-17,83,71,0,0
2023-11-18,79,71,20,0
2023-11-19,85,67,17,0
2023-11-20,85,69,25,0
2023-11-21,83,67,23,0
2023-11-22,86,71,30,0
2023-11-23,84,71,0,0
2023-11-24,82,72,0,0.01
2023-11-25,83,72,0,0
2023-11-26,84,75,31,0.08
2023-11-27,80,73,21,0
2023-11-28,76,60,20,0
2023-11-29,76,59,0,0
2023-11-30,81,65,32,0
2023-12-01,85,73,0,0
2023-12-02,85,74,28,0
2023-12-03,88,74,0,0
2023-12-04,85,73,0,0
2023-12-05,83,72,0,0
2023-12-06,71,57,24,0
2023-12-07,75,58,21,0
2023-12-08,78,65,23,0
2023-12-09,81,68,26,0
2023-12-10,82,72,33,0.03
2023-12-11,72,68,20,0
2023-12-12,76,68,31,0
2023-12-13,75,70,31,0.28
2023-12-14,73,68,38,0.03
2023-12-15,74,66,41,0.04
2023-12-16,76,71,42,0.49
2023-12-17,78,73,39,0.09
2023-12-18,74,59,20,0
2023-12-19,73,54,20,0
2023-12-20,71,55,28,0
2023-12-21,77,54,28,0
2023-12-22,75,59,22,0
2023-12-23,76,64,22,0.08
2023-12-24,78,65,31,0.02
2023-12-25,76,69,26,0.03
2023-12-26,82,72,20,0.4
2023-12-27,76,68,0,0
2023-12-28,68,65,24,0.23
2023-12-29,70,61,20,0
2023-12-30,65,55,0,0
2023-12-31,70,54,0,0
2024-01-01,72,53,0,0
